iter	RMSE
287	0.01124668653
288	0.01124143034
289	0.0112115429
290	0.01120406152
291	0.01117732158
292	0.0111725356
293	0.01116481461
294	0.01113934888
295	0.01113538264
296	0.01106752542
297	0.0110637927
298	0.01105809333
299	0.01099120808
300	0.01094696753
301	0.01089465077
302	0.01088917516
303	0.01084615071
304	0.01080859553
305	0.0107319452
306	0.01067306338
307	0.01062668099
308	0.01058737701
309	0.01057829224
310	0.01057470385
311	0.01057002642
312	0.0105358361
313	0.01052677086
314	0.01046003974
315	0.0104556304
316	0.01044623825
317	0.01041500663
318	0.01040743929
319	0.01039179276
320	0.01036519501
321	0.01036091872
322	0.01034633778
323	0.01031161935
324	0.01028724393
325	0.0102562568
326	0.01021999889
327	0.01018036489
328	0.01017731496
329	0.01015998005
330	0.01015655144
331	0.01013415405
332	0.01010878487
333	0.01010549066
334	0.01008626366
335	0.01008309245
336	0.01008042674
337	0.01004442226
338	0.01004132022
339	0.01001565176
340	0.009982144381
341	0.009978864006
342	0.009974898948
343	0.009951205393
344	0.009940178055
345	0.009937277094
346	0.009914750982
347	0.009883129502
348	0.009873475694
349	0.009850041059
350	0.009809526743
351	0.009796683681
352	0.009758872385
353	0.009735524534
354	0.009707366359
355	0.009669936995
356	0.009656781317
357	0.00964486796
358	0.009642208818
359	0.009616026896
360	0.009585919945
361	0.009583612705
362	0.00957590217
363	0.009572470025
364	0.009564180064
365	0.009553845098
366	0.009531277055
367	0.009489020543
368	0.009479874712
369	0.009420403809
370	0.009411699525
371	0.009392796947
372	0.009369004763
373	0.009359183022
374	0.009337773528
375	0.009320171018
376	0.009309314648
377	0.00929010286
378	0.009275814296
379	0.009273920342
380	0.009239932677
381	0.009237712006
382	0.009203694211
383	0.009196319896
384	0.009189684333
385	0.00917801696
386	0.009175653236
387	0.009173988356
388	0.009162636148
389	0.009147126344
390	0.009127160194
391	0.009122464191
392	0.009106094114
393	0.009099837177
394	0.009097554712
395	0.009096021839
396	0.009069336581
397	0.009067613312
398	0.009059542827
399	0.009055386654
400	0.009039178777
401	0.00903791104
402	0.009036377055
403	0.009013791986
404	0.009004052977
405	0.008980543253
406	0.008976392268
407	0.008974933793
408	0.008952483546
409	0.008949620212
410	0.008942276848
411	0.008936675488
412	0.008915297941
413	0.008913865279
414	0.00888132397
415	0.008865942931
416	0.008844724599
417	0.008828845655
418	0.008823546009
419	0.008822141503
420	0.008820782114
421	0.008819497092
422	0.008814609877
423	0.008813060677
424	0.008808989244
425	0.008803833584
426	0.008774215549
427	0.008749613423
428	0.008722684321
429	0.008709348371
430	0.008690814245
431	0.008689573955
432	0.008660951213
433	0.00865772341
434	0.008629027447
435	0.008627832679
436	0.008627025299
437	0.008609584445
438	0.008593368417
439	0.00857275194
440	0.008567282832
441	0.008564674473
442	0.008551874748
443	0.008538205035
444	0.008527038015
445	0.008518971883
446	0.008498395088
447	0.008497572104
448	0.008495545182
449	0.008483211873
450	0.00847405674
451	0.008451242034
452	0.00843747017
453	0.008423484932
454	0.008402938751
455	0.008391185397
456	0.008369194079
457	0.008363902229
458	0.008362273971
459	0.008361231885
460	0.00836028442
461	0.008359346319
462	0.008338763857
463	0.008307935289
464	0.008291227463
465	0.008290633765
466	0.008266371938
467	0.008265130401
468	0.008263988405
469	0.008243062047
470	0.008220296118
471	0.008213073504
472	0.008196767404
473	0.008190199924
474	0.008188004062
475	0.008177797802
476	0.008174519937
477	0.008164158982
478	0.008147525069
479	0.008135017361
480	0.008123221829
481	0.00811458461
482	0.008113319089
483	0.008108207317
484	0.00810733003
485	0.008070875585
486	0.008060956709
487	0.008059786939
488	0.008059020202
489	0.008029314988
490	0.008027989741
491	0.008016666267
492	0.007994520455
493	0.007966191959
494	0.007953812291
495	0.007925771003
496	0.00792464012
497	0.007916562041
498	0.007901998462
499	0.007901157931
